,0.651239819,,,,,,1790375482,,,,6453.343891,33722.50679,,95759.18373
system,total cpu usage,,,,,,memory usage,,,,net/total,,dsk/total,
date/time,usr,sys,idl,wai,hiq,siq,used,buff,cach,free,recv,send,read,writ
2019/10/17 1:39,0.5,0.25,98.75,0.5,0,0,1808977920,91791360,3349123072,3140030464,5604,9079,0,40960
2019/10/17 1:39,0.251,0.251,99.497,0,0,0,1808977920,91791360,3349123072,3140030464,3178,1869,0,40960
2019/10/17 1:39,0.5,0.25,99.25,0,0,0,1808928768,91791360,3349123072,3140079616,3311,1917,0,0
2019/10/17 1:39,0.251,0.251,99.497,0,0,0,1808801792,91791360,3349123072,3140206592,3657,2397,0,0
2019/10/17 1:39,0.5,0.5,98.75,0,0,0.25,1808801792,91791360,3349123072,3140206592,4967,2888,0,16384
2019/10/17 1:39,1,0.25,98.75,0,0,0,1808797696,91791360,3349127168,3140206592,3324,2088,0,0
2019/10/17 1:39,0.251,0.251,98.744,0.754,0,0,1808773120,91791360,3349127168,3140231168,4779,2340,0,204800
2019/10/17 1:39,0.251,0.501,99.248,0,0,0,1808773120,91791360,3349127168,3140231168,3328,2013,0,0
2019/10/17 1:39,0.252,0,99.748,0,0,0,1808756736,91791360,3349127168,3140247552,3113,1703,0,0
2019/10/17 1:39,0.251,0.251,99.499,0,0,0,1808756736,91791360,3349127168,3140247552,4628,2530,0,8192
2019/10/17 1:39,0.251,0.251,99.497,0,0,0,1808748544,91791360,3349127168,3140255744,3154,1802,0,0
2019/10/17 1:39,0.251,0.251,99.246,0.251,0,0,1808621568,91791360,3349127168,3140382720,3757,2637,0,204800
2019/10/17 1:39,0.503,0.251,98.995,0.251,0,0,1808613376,91791360,3349135360,3140382720,25964,13672,0,221184
2019/10/17 1:39,0.5,0.25,99.25,0,0,0,1808605184,91791360,3349143552,3140382720,3690,2002,0,8192
2019/10/17 1:39,3,0.75,96.25,0,0,0,1808867328,91791360,3349143552,3140120576,28862,661780,0,172032
2019/10/17 1:39,0.504,0,99.496,0,0,0,1808908288,91791360,3349159936,3140063232,6860,12342,0,0
