cpu process,memory process,recv,send,read,writ,time,input,output,binput,boutput
49,2455584768,272,1448,10768384,20480,03-09 12:12:37,10833963,10837383,10768384,0
50,2455584768,463,4273,8388608,0,03-09 12:12:38,8388608,8392033,8388608,0
50,2455584768,1590,158029,5373952,0,03-09 12:12:39,6271106,6277735,5373952,8192
48,2455584768,10803,7642,14663680,0,03-09 12:12:40,16584998,16587555,14663680,0
50,2455584768,163,889,10616832,0,03-09 12:12:41,10366976,10374403,10616832,0
50,2455584768,163,889,10878976,86016,03-09 12:12:42,10702848,10704798,10616832,0
48,2455584768,272,1448,10747904,0,03-09 12:12:43,10829867,10837383,10747904,0
50,2455584768,163,889,11403264,0,03-09 12:12:44,11558912,11563825,11665408,0
50,2455584768,163,955,11927552,0,03-09 12:12:45,11689984,11695983,11665408,0
50,2455584768,326,2078,11010048,0,03-09 12:12:46,10965035,10969541,11010048,0
49,2455584768,295,955,11927552,16384,03-09 12:12:47,12218368,12224615,12189696,0
49,2455584768,463,5541,12189696,0,03-09 12:12:48,12218368,12224615,12189696,0
49,2455584768,314,1490,11554816,0,03-09 12:12:49,11558955,11564252,11554816,0
49,2455584768,229,1021,11534336,0,03-09 12:12:50,11427840,11431667,11272192,0
49,2455584768,163,889,6815744,0,03-09 12:12:51,7458823,7466415,7077888,0
49,2455584768,237071,9442,15056896,12288,03-09 12:12:52,14598314,14604443,15056896,0
49,2455584768,163,889,12189696,0,03-09 12:12:53,12087296,12092457,12189696,0
49,2455584768,163,889,12189696,0,03-09 12:12:54,12283904,12290694,12189696,0
49,2455584768,272,1448,11141120,0,03-09 12:12:55,10965035,10969541,11141120,0
49,2455584768,163,889,11272192,0,03-09 12:12:56,11161600,11167351,11010048,0
50,2455584768,163,889,10616832,45056,03-09 12:12:57,10768384,10770877,10878976,0
49,2455584768,572,4832,11927552,0,03-09 12:12:58,11690027,11696410,11665408,0
50,2455584768,163,889,12058624,0,03-09 12:12:59,12349440,12356773,12320768,0
49,2455584768,163,889,12451840,0,03-09 12:13:00,12484608,12488931,12451840,0
49,2455584768,272,1448,11292672,0,03-09 12:13:01,11292715,11299936,11292672,0
49,2455584768,361,1087,11010048,12288,03-09 12:13:02,10964992,10969114,10747904,0
49,2455584768,163,2157,4063232,0,03-09 12:13:03,11431667,0,4325376,4096
49,2455584768,159873,9622,18333696,65536,03-09 12:13:04,17572010,17577998,18071552,8192
50,2455584768,163,889,12320768,0,03-09 12:13:05,12349440,12356773,12320768,0
49,2455584768,163,889,12189696,0,03-09 12:13:06,12353536,12356773,12451840,0
50,2455584768,272,1448,12451840,0,03-09 12:13:07,12218411,12225042,12189696,8192
50,2455584768,463,4339,12451840,53248,03-09 12:13:08,12414976,12422852,12451840,0
50,2455584768,217,1519,10747904,110592,03-09 12:13:09,10833920,10836956,10747904,0
49,2455584768,272,1448,11403264,0,03-09 12:13:10,11558955,11564252,11665408,0
50,2455584768,163,889,10883072,0,03-09 12:13:11,10829824,10836956,10878976,0
49,2455584768,163,889,9961472,0,03-09 12:13:12,10039296,10044008,9961472,0
49,2455584768,272,1448,10768384,36864,03-09 12:13:13,10698795,10705225,10506240,0
50,2455584768,271,1063,12058624,16384,03-09 12:13:14,12222464,12224615,12320768,0
49,2455584768,144144,8049,11649024,0,03-09 12:13:15,11489414,11497791,11649024,0
49,2455584768,272,1448,11141120,0,03-09 12:13:16,10965035,10969541,10878976,0
49,2455584768,1286,134446,11010048,0,03-09 12:13:17,11231357,11234172,11272192,4096
50,2455584768,463,5459,10616832,65536,03-09 12:13:18,10305536,10308324,10354688,0
50,2455584768,272,1358,11665408,0,03-09 12:13:19,11690027,11696410,11665408,0
49,2455584768,205,955,11534336,0,03-09 12:13:20,11558912,11563825,11534336,0
50,2455584768,163,775,11141120,0,03-09 12:13:21,11358208,11365588,11403264,0
49,2455584768,272,1358,10878976,0,03-09 12:13:22,10764331,10771304,10878976,0
50,2455584768,163,799,11010048,0,03-09 12:13:23,11096064,11101272,11010048,0
50,2455584768,163,799,10616832,20480,03-09 12:13:24,10502144,10506561,10616832,0
48,2455584768,338,1580,11030528,0,03-09 12:13:25,11161643,11167778,11030528,0
49,2455584768,163,889,12320768,0,03-09 12:13:26,12353536,12356773,12320768,0
50,2455584768,10761,7083,12697600,0,03-09 12:13:27,11890946,11895007,12435456,0
49,2455584768,572,4832,10616832,0,03-09 12:13:28,10899499,10903462,10878976,0
49,2455584768,163,889,11010048,49152,03-09 12:13:29,10895360,10903035,11010048,0
49,2455584768,163,889,12451840,0,03-09 12:13:30,12353536,12356773,12189696,0
50,2455584768,272,1514,12451840,0,03-09 12:13:31,12349483,12357200,12451840,0
49,2455584768,349,1585,11403264,0,03-09 12:13:32,11689984,11695983,11665408,0
50,2455584768,163,2157,12582912,0,03-09 12:13:33,12218368,12224615,12320768,0
50,2455584768,272,1448,11927552,69632,03-09 12:13:34,12218411,12225042,12189696,8192
50,2455584768,163,889,11927552,32768,03-09 12:13:35,11825152,11828141,11927552,0
50,2455584768,163,889,11272192,0,03-09 12:13:36,11358208,11365588,11272192,0
49,2455584768,338,1580,12079104,0,03-09 12:13:37,12218411,12225042,12079104,4096
50,2455584768,463,4273,8126464,0,03-09 12:13:38,8585223,8589758,8126464,0
49,2455584768,10434,7172,15187968,0,03-09 12:13:39,14536955,14538679,15187968,4096
50,2455584768,272,1448,11403264,53248,03-09 12:13:40,11427883,11432094,11403264,0
50,2455584768,163,889,10092544,0,03-09 12:13:41,9904128,9911850,10092544,0
49,2455584768,163,889,10223616,0,03-09 12:13:42,10305536,10308324,10223616,0
49,2455584768,12067,7265812,17940480,0,03-09 12:13:43,17440934,17445840,17940480,0
49,2455584768,16867,10846792,21233664,90112,03-09 12:13:44,20803584,20814885,20971520,0
49,2455584768,17533,10900535,20447232,28672,03-09 12:13:45,20738048,20748806,20709376,0
49,2455584768,17612,11162255,21479424,0,03-09 12:13:46,21336107,21343944,21217280,0
49,2455584768,16501,11069946,22282240,0,03-09 12:13:47,22523904,22532939,22282240,0
51,2455584768,17707,11663848,22319104,0,03-09 12:13:48,22388736,22400781,22319104,0
49,2455584768,2057,1048316,9428992,16384,03-09 12:13:49,10021646,10032364,9691136,0
50,2455584768,163,889,2383872,0,03-09 12:13:50,9779692,0,2383872,0
50,2455584768,10761,7075,17547264,28672,03-09 12:13:51,16846975,16850702,17547264,0
50,2455584768,272,1448,9437184,0,03-09 12:13:52,9441323,9449724,9175040,0
50,2455584768,295,1021,10616832,0,03-09 12:13:53,10637312,10638719,10878976,0
50,2455584768,163,955,9961472,0,03-09 12:13:54,9904128,9911850,9699328,0
50,2455584768,724,2420,10014720,65536,03-09 12:13:55,10039339,10044435,9986048,0
49,2455584768,163,889,10223616,0,03-09 12:13:56,10174464,10176166,10223616,0
50,2455584768,10245,6600,10993664,0,03-09 12:13:57,11421139,11427949,10731520,0
50,2455584768,572,4832,11665408,0,03-09 12:13:58,11624491,11630331,11665408,0
50,2455584768,163,889,11665408,8192,03-09 12:13:59,11689984,11695983,11927552,0
50,2455584768,205,931,11534336,57344,03-09 12:14:00,11689984,11695983,11534336,0
49,2455584768,272,1448,11550720,0,03-09 12:14:01,11558955,11564252,11550720,0
50,2455584768,295,955,10899456,0,03-09 12:14:02,10964992,10969115,10747904,0
50,2455584768,4410399,15200,0,0,03-09 12:14:03,11394966,6308,151552,0
50,2455584768,10772515,17228,0,61440,03-09 12:14:04,10770877,0,0,16384
50,2455584768,12129328,18155,0,0,03-09 12:14:05,12026378,0,0,4096
51,2455584768,11676864,17645,0,53248,03-09 12:14:06,11695983,0,0,4096
49,2455584768,12586656,19374,0,0,03-09 12:14:07,12621089,0,0,4096
50,2455584768,11417718,20723,0,0,03-09 12:14:08,11299645,3188,0,4096
49,2455584768,786308,2725,18464768,8192,03-09 12:14:09,17637500,17643650,18202624,4096
50,2455584768,272,1448,11010048,0,03-09 12:14:10,11096107,11101699,11010048,0
50,2455584768,163,889,10063872,32768,03-09 12:14:11,10170368,10176166,10326016,0
50,2455584768,163,889,10747904,0,03-09 12:14:12,10964992,10969114,10747904,0
50,2455584768,338,1514,11587584,0,03-09 12:14:13,12004348,12012415,11587584,0
50,2455584768,5353194,14148,0,0,03-09 12:14:14,11559895,6308,0,8192
50,2455584768,11418875,16705,0,0,03-09 12:14:15,11365588,0,0,8192
50,2455584768,10063752,15114,0,40960,03-09 12:14:16,10044008,0,0,8192
50,2455584768,10239701,16189,0,0,03-09 12:14:17,10242245,0,0,8192
50,2455584768,10102098,18817,0,0,03-09 12:14:18,10044144,3188,0,8192
50,2455584768,10414527,15764,0,114688,03-09 12:14:19,10374403,0,0,4096
50,2455584768,3250980,5831,15187968,0,03-09 12:14:20,14663804,14670095,14925824,0
49,2455584768,163,889,11403264,36864,03-09 12:14:21,11296768,11299509,11403264,0
50,2455584768,272,1448,10838016,0,03-09 12:14:22,11030571,11035620,10838016,0
50,2455584768,163,889,11534336,0,03-09 12:14:23,11558912,11563825,11534336,0
49,2455584768,229,955,11010048,12288,03-09 12:14:24,11227136,11233430,11272192,0
50,2455584768,10460,7159,11075584,0,03-09 12:14:25,11176275,11181840,11075584,0
50,2455584768,229,955,10616832,57344,03-09 12:14:26,10633216,10638719,10616832,0
50,2455584768,163,889,9437184,0,03-09 12:14:27,9244672,9251060,9175040,0
50,2455584768,572,4832,10801152,0,03-09 12:14:28,11096107,11101699,11063296,0
49,2455584768,205,931,12058624,12288,03-09 12:14:29,11825152,11828141,11796480,0
50,2455584768,1184,1192,10240000,0,03-09 12:14:30,10597018,10602944,10502144,0
48,2455584768,272,1358,10674176,0,03-09 12:14:31,10436651,10440909,10674176,0
50,2455584768,295,865,10223616,32768,03-09 12:14:32,10170368,10176166,9961472,0
49,2455584768,163,2067,10223616,0,03-09 12:14:33,10567680,10572640,10485760,0
41,2455584768,338,1514,1900544,69632,03-09 12:14:34,9316260,4044,1900544,8192
41,2455584768,9594803,20376,0,0,03-09 12:14:35,9062606,2256,1900544,8192
50,2455584768,11037770,16003,0,0,03-09 12:14:36,10969114,0,1900544,8192
50,2455584768,10692062,16590,0,0,03-09 12:14:37,10704798,0,0,4096
50,2455584768,10871198,19445,0,65536,03-09 12:14:38,10704934,3188,0,4096
50,2455584768,10650273,16267,0,0,03-09 12:14:39,10704798,0,0,4096
50,2455584768,12310162,18492,0,0,03-09 12:14:40,12290694,0,0,4096
50,2455584768,10830376,15991,0,0,03-09 12:14:41,10836956,0,0,4096
50,2455584768,11000102,16007,0,0,03-09 12:14:42,10836956,0,0,4096
50,2455584768,12116128,135518,0,53248,03-09 12:14:43,12224615,0,0,8192
49,2455584768,11582127,16889,0,8192,03-09 12:14:44,11563825,0,0,8192
50,2455584768,11084257,16169,0,0,03-09 12:14:45,10969114,0,0,8192
50,2455584768,10496479,16398,0,0,03-09 12:14:46,10440482,0,0,8192
50,2455584768,11458809,27847,0,0,03-09 12:14:47,11177391,6620,0,12288
50,2455584768,12348869,22195,0,53248,03-09 12:14:48,12356909,3188,0,12288
50,2455584768,12637838,19490,0,0,03-09 12:14:49,12621089,0,0,12288
50,2455584768,11300920,16529,0,0,03-09 12:14:50,11233430,0,0,12288
50,2455584768,12209890,17513,0,0,03-09 12:14:51,12092457,0,0,12288
50,2455584768,11165618,16722,0,0,03-09 12:14:52,11299509,0,0,12288
50,2455584768,10631108,21641,0,0,03-09 12:14:53,10570666,6308,0,8192
50,2455584768,10752438,226799,0,180224,03-09 12:14:54,10704798,0,0,8192
50,2455584768,11256274,16860,0,0,03-09 12:14:55,11233430,0,0,8192
50,2455584768,10460125,16505,0,0,03-09 12:14:56,10374403,0,0,8192
50,2455584768,10886207,15875,0,0,03-09 12:14:57,10836956,0,0,8192
50,2455584768,10658741,19914,0,0,03-09 12:14:58,10638855,3188,0,8192
45,2455756800,9097847,82784,7663616,49152,03-09 12:14:59,9715675,64870,5226496,0
49,2455756800,163,889,11665408,0,03-09 12:15:00,13737984,13744432,13631488,0
50,2455756800,272,1448,11010048,0,03-09 12:15:01,10899499,10903462,11010048,0
50,2455756800,295,955,8781824,0,03-09 12:15:02,8851456,8854586,8781824,0
50,2455756800,229,2289,8388608,0,03-09 12:15:03,8519680,8524191,8388608,0
50,2455756800,422,2144,10354688,131072,03-09 12:15:04,10170411,10176593,10354688,8192
49,2455756800,229,931,9568256,0,03-09 12:15:05,9379840,9383218,9306112,0
49,2455756800,163,889,9175040,0,03-09 12:15:06,9314304,9317139,9437184,0
50,2455756800,272,1448,8781824,0,03-09 12:15:07,8781867,8788934,8781824,4096
49,2455756800,463,4273,9437184,0,03-09 12:15:08,9641984,9647534,9437184,0
49,2455756800,229,1021,9568256,28672,03-09 12:15:09,9445376,9449297,9568256,0
50,2455756800,272,1448,11272192,0,03-09 12:15:10,11161643,11167778,11010048,0
50,2455756800,253,943,10506240,0,03-09 12:15:11,10702848,10704798,10768384,0
52,2456027136,12156,231864,9576448,0,03-09 12:15:12,10502274,10506791,9568256,4096
50,2456027136,11243,8142,12173312,0,03-09 12:15:13,12161318,12160262,12173312,0
50,2456027136,163,889,11927552,294912,03-09 12:15:14,11755520,11762062,11665408,0
49,2456027136,163,889,11403264,0,03-09 12:15:15,11493376,11497746,11665408,0
51,2456027136,272,1448,11796480,0,03-09 12:15:16,11952171,11960726,11796480,0
50,2456027136,295,955,11141120,0,03-09 12:15:17,10899456,10903035,10878976,0
49,2456027136,463,5541,11141120,0,03-09 12:15:18,11096064,11101272,11141120,0
49,2456027136,272,1448,9175040,0,03-09 12:15:19,9379883,9383645,9437184,0
50,2456027136,163,889,11665408,12288,03-09 12:15:20,11554816,11563825,11403264,0
50,2456027136,163,889,11403264,0,03-09 12:15:21,11296768,11299509,11403264,0
50,2456027136,272,1448,10747904,0,03-09 12:15:22,10829867,10837383,10747904,0
49,2456043520,229,1021,11554816,0,03-09 12:15:23,11689984,11695983,11554816,0
50,2456043520,163,889,11141120,0,03-09 12:15:24,11755527,11761550,11403264,0
49,2456043520,113057,8488,12959744,32768,03-09 12:15:25,12091562,12093441,12697600,0
50,2456043520,163,955,11665408,0,03-09 12:15:26,11821056,11828141,11665408,0
50,2456043520,217,1519,12451840,0,03-09 12:15:27,12349440,12356773,12451840,0
49,2456129536,572,4832,10223616,0,03-09 12:15:28,10633259,10639146,10485760,0
50,2456129536,163,889,12451840,266240,03-09 12:15:29,12087296,12092457,12189696,0
49,2456129536,205,955,11665408,57344,03-09 12:15:30,11759616,11762062,11927552,0
50,2456129536,272,1424,11927552,0,03-09 12:15:31,11821099,11828568,11665408,0
50,2456129536,295,955,11534336,0,03-09 12:15:32,11558912,11563825,11534336,0
50,2456129536,163,2157,10878976,0,03-09 12:15:33,11096064,11101272,11141120,0
50,2456129536,272,1448,10747904,69632,03-09 12:15:34,10764331,10771304,10747904,8192
50,2456129536,229,1021,10506240,0,03-09 12:15:35,10436608,10440482,10244096,0
50,2456129536,163,889,8257536,36864,03-09 12:15:36,8847367,8854074,8519680,0
49,2456129536,130426,9101,12435456,0,03-09 12:15:37,11890858,11895204,12435456,4096
50,2456129536,463,4273,9306112,0,03-09 12:15:38,9183232,9184981,9306112,0
50,2456129536,163,889,9961472,0,03-09 12:15:39,10170368,10176166,9961472,0
50,2456129536,272,1448,11927552,0,03-09 12:15:40,11558955,11564252,11665408,0
49,2456129536,163,889,10616832,45056,03-09 12:15:41,10698752,10704798,10616832,0
50,2456129536,163,889,10485760,0,03-09 12:15:42,10567680,10572640,10485760,0
51,2456129536,272,1448,10878976,0,03-09 12:15:43,10829867,10837383,10878976,0
49,2456129536,205,931,11665408,8192,03-09 12:15:44,11624448,11629904,11665408,0
50,2456129536,163,889,12320768,0,03-09 12:15:45,12419072,12422852,12320768,0
50,2456129536,272,1448,12189696,0,03-09 12:15:46,12218411,12225042,12451840,0
50,2456129536,361,1087,12079104,28672,03-09 12:15:47,12087296,12092457,11816960,0
50,2456129536,463,5541,11403264,0,03-09 12:15:48,11886592,11894220,11665408,0
47,2456129536,144249,8723,11911168,0,03-09 12:15:49,11362481,11366060,11649024,0
50,2456129536,1064,104037,11927552,0,03-09 12:15:50,11759741,11762804,11927552,12288
49,2456129536,163,889,11927552,0,03-09 12:15:51,11886592,11894220,11927552,0
51,2456129536,272,1448,11010048,0,03-09 12:15:52,11165739,11167778,11272192,0
49,2456129536,163,889,11927552,49152,03-09 12:15:53,11821056,11828141,11665408,0
50,2456129536,205,955,12189696,0,03-09 12:15:54,12218368,12224615,12451840,0
49,2456129536,272,1424,11010048,0,03-09 12:15:55,11096107,11101699,11010048,0
49,2456129536,163,889,10354688,0,03-09 12:15:56,10371072,10374403,10354688,0
49,2456129536,163,889,11141120,0,03-09 12:15:57,10960896,10969114,10878976,0
51,2456129536,572,4832,9699328,0,03-09 12:15:58,10039339,10044435,9961472,0
49,2456129536,229,1021,10244096,20480,03-09 12:15:59,10305536,10308324,10244096,0
49,2456129536,163,889,10485760,0,03-09 12:16:00,10567680,10572640,10485760,0
49,2456129536,10870,7642,10993664,0,03-09 12:16:01,9978157,9979143,10731520,0
50,2456129536,295,955,10878976,0,03-09 12:16:02,10895360,10903035,10878976,0
50,2456129536,163,2157,9437184,0,03-09 12:16:03,9510912,9515376,9437184,0
50,2456129536,272,1448,11141120,217088,03-09 12:16:04,11362347,11366015,11403264,8192
51,2456129536,163,889,10616832,0,03-09 12:16:05,10366976,10374403,10616832,0
49,2456129536,163,889,10485760,0,03-09 12:16:06,10633216,10638719,10485760,0
50,2456129536,272,1448,12451840,0,03-09 12:16:07,12087339,12092884,12189696,4096
50,2456129536,463,4273,11141120,0,03-09 12:16:08,11231232,11233430,11141120,0
50,2456129536,163,889,11796480,49152,03-09 12:16:09,11952128,11960299,11796480,0
49,2456129536,272,1448,9568256,0,03-09 12:16:10,9642027,9647961,9830400,0
49,2456129536,229,1021,11554816,0,03-09 12:16:11,11427840,11431667,11292672,0
50,2456064000,163,955,11796480,0,03-09 12:16:12,11956224,11960299,11796480,0
50,2456014848,326,2078,5767168,0,03-09 12:16:13,6336562,6343499,6029312,0
49,2456014848,10392,7087,17940480,28672,03-09 12:16:14,16781563,16785365,17940480,4096
50,2456014848,163,889,12058624,0,03-09 12:16:15,12087296,12092457,12058624,0
49,2456014848,272,1448,11665408,0,03-09 12:16:16,11755563,11762489,11665408,0
49,2456014848,5316,3051305,15712256,0,03-09 12:16:17,15130747,15132648,15450112,4096
49,2456014848,13765,9363698,20840448,0,03-09 12:16:18,20869120,20880964,21102592,0
49,2456014848,16448,11039388,22806528,61440,03-09 12:16:19,22454315,22467287,22544384,0
49,2456014848,15121,10618781,21741568,0,03-09 12:16:20,21733376,21739991,21741568,0
50,2456014848,14989,10365748,21495808,0,03-09 12:16:21,21860352,21872149,21495808,0
49,2456014848,16046,11004427,22056960,0,03-09 12:16:22,22392875,22401208,22319104,0
49,2456014848,12328,8531329,17817600,0,03-09 12:16:23,17947363,17961417,17555456,0
48,2456014848,10761,7215,8400896,45056,03-09 12:16:24,8542318,8546771,8921088,0
50,2456014848,272,1448,11403264,0,03-09 12:16:25,11165739,11167778,11141120,0
50,2456014848,163,889,10223616,0,03-09 12:16:26,10432512,10440482,10223616,0
50,2456014848,229,955,11403264,0,03-09 12:16:27,11161600,11167351,11141120,0
49,2456014848,572,4832,10772480,0,03-09 12:16:28,10833963,10837383,10772480,0
50,2456014848,229,955,11534336,0,03-09 12:16:29,11558912,11563825,11534336,0
50,2456014848,163,889,5767168,40960,03-09 12:16:30,6399316,6405388,6029312,0
49,2456014848,10354,7159,14925824,0,03-09 12:16:31,14930090,14934838,14663680,0
50,2456014848,295,955,10354688,0,03-09 12:16:32,10436608,10440482,10616832,0
50,2456014848,163,2157,10616832,0,03-09 12:16:33,10502144,10506561,10616832,0
50,2456014848,314,1490,11272192,73728,03-09 12:16:34,11227179,11233857,11010048,8192
51,2456289280,163,955,9715712,61440,03-09 12:16:35,9908224,9911851,9977856,8192
50,2456289280,217,1527,10113024,0,03-09 12:16:36,10629279,10638359,10113024,0
48,2456289280,3777507,13843,0,0,03-09 12:16:37,10271623,6253,0,12288
50,2456289280,11762577,19921,0,0,03-09 12:16:38,11696119,3188,0,12288
50,2456289280,12085469,17269,0,57344,03-09 12:16:39,12092457,0,0,12288
49,2456289280,11791025,18864,0,57344,03-09 12:16:40,11762062,0,0,12288
50,2456289280,12043904,17729,0,0,03-09 12:16:41,11960299,0,0,4096
50,2456289280,11587300,16391,0,0,03-09 12:16:42,11563825,0,0,4096
49,2456289280,743455,2910,17678336,0,03-09 12:16:43,17043623,17049366,17678336,0
50,2456289280,163,889,11272192,16384,03-09 12:16:44,11161600,11167351,11010048,0
49,2456289280,163,889,11632640,81920,03-09 12:16:45,11624448,11629904,11632640,0
50,2456289280,272,1448,10747904,0,03-09 12:16:46,10899499,10903462,10747904,0
50,2456289280,427,1021,10539008,0,03-09 12:16:47,11144145,11152961,10801152,0
50,2456289280,3938866,17912,0,0,03-09 12:16:48,10370615,9441,0,12288
49,2456289280,10336396,17108,0,0,03-09 12:16:49,10308324,0,0,12288
50,2456289280,10768847,17105,0,45056,03-09 12:16:50,10770877,0,0,12288
50,2456289280,11341505,17579,0,0,03-09 12:16:51,11233430,0,0,12288
49,2456289280,11748206,18666,0,0,03-09 12:16:52,11695983,0,0,12288
50,2456289280,12185766,18011,0,0,03-09 12:16:53,12158536,0,0,12288
50,2456289280,567431,2285,18464768,0,03-09 12:16:54,17903740,17907966,18202624,0
50,2456289280,272,1448,12058624,16384,03-09 12:16:55,12283947,12291121,12320768,0
50,2456289280,163,889,11362304,0,03-09 12:16:56,11227136,11233430,11100160,0
49,2456289280,163,889,11534336,0,03-09 12:16:57,11821056,11828141,11796480,0
50,2456289280,638,4964,6635520,0,03-09 12:16:58,7080148,7084385,6635520,0
50,2456289280,10471,7296,15843328,8192,03-09 12:16:59,15655039,15661280,15581184,0
50,2456289280,163,889,10747904,0,03-09 12:17:00,11096064,11101272,11010048,0
50,2456289280,272,1448,9752576,49152,03-09 12:17:01,9445419,9449724,9490432,0
50,2456289280,295,955,12804096,0,03-09 12:17:02,11427840,11431667,11272192,0
50,2456289280,163,2157,7897088,0,03-09 12:17:03,8282651,8289622,7897088,0
48,2456289280,1293,1751,12959744,69632,03-09 12:17:04,12222634,12225599,12697600,8192
51,2456289280,163,889,12115968,0,03-09 12:17:05,12218368,12224615,12115968,0
49,2456289280,163,889,11796480,0,03-09 12:17:06,11821056,11828141,11796480,0
50,2456289280,272,1448,4653056,65536,03-09 12:17:07,10969114,0,4915200,4096
6,2456289280,529,5083,0,0,03-09 12:17:08,1254758,4379,0,8192
39,2456289280,9148870,20374,0,8192,03-09 12:17:09,8600053,2256,0,8192
49,2456289280,11661002,19448,0,0,03-09 12:17:10,11563825,0,0,8192
50,2456289280,10918221,17753,0,0,03-09 12:17:11,10903035,0,0,8192
50,2456289280,11583898,18935,0,53248,03-09 12:17:12,11431667,0,0,8192
50,2456289280,11671465,19530,0,0,03-09 12:17:13,11762062,0,0,8192
50,2456289280,12027982,18845,0,151552,03-09 12:17:14,11894220,0,0,4096
50,2456289280,10221843,16031,0,0,03-09 12:17:15,10242245,0,0,4096
50,2456289280,12055782,19002,0,0,03-09 12:17:16,12026378,0,0,4096
50,2456289280,11296273,210981,0,32768,03-09 12:17:17,11233430,0,0,12288
50,2456289280,11748019,21971,0,0,03-09 12:17:18,11696119,3188,0,12288
50,2456289280,11052164,17582,0,12288,03-09 12:17:19,10969114,0,0,12288
50,2456289280,11215062,17849,0,0,03-09 12:17:20,11233430,0,0,12288
50,2456289280,10598976,24296,0,0,03-09 12:17:21,10318364,6522,0,16384
49,2456289280,10478270,16190,0,61440,03-09 12:17:22,10506561,0,0,16384
50,2456289280,10162165,15083,0,0,03-09 12:17:23,10044008,0,0,16384
50,2456289280,10813820,16085,0,0,03-09 12:17:24,10903035,0,0,16384
50,2456289280,10811863,16272,0,0,03-09 12:17:25,10704798,0,0,16384
50,2456289280,10595881,15227,0,0,03-09 12:17:26,10572640,0,0,16384
49,2456289280,11525544,22241,0,12288,03-09 12:17:27,11429693,6253,0,12288
50,2456289280,11893601,137361,0,0,03-09 12:17:28,11894356,3188,0,12288
50,2456289280,10718503,15499,0,8192,03-09 12:17:29,10704798,0,0,12288
50,2456289280,10048247,14741,0,0,03-09 12:17:30,9977929,0,0,12288
50,2456289280,10240503,15978,0,0,03-09 12:17:31,10242245,0,0,12288
50,2456289280,10596522,16651,0,0,03-09 12:17:32,10572640,0,0,12288
50,2456289280,10641258,15851,0,53248,03-09 12:17:33,10638719,0,0,12288
37,2456289280,3548193,72863,11272192,73728,03-09 12:17:34,10571943,10573624,10993664,8192
50,2456289280,163,889,10878976,0,03-09 12:17:35,10895360,10903035,11141120,0
49,2456289280,163,889,9437184,0,03-09 12:17:36,9646080,9647534,9437184,0
50,2456289280,272,1448,9830400,0,03-09 12:17:37,9642027,9647961,9830400,8192
49,2456289280,529,4405,9568256,61440,03-09 12:17:38,9707520,9713613,9568256,0
50,2455764992,163,889,9699328,8192,03-09 12:17:39,9510912,9515376,9437184,0
50,2455764992,272,1448,10092544,0,03-09 12:17:40,10104875,10110514,10354688,0
49,2455764992,163,889,8650752,0,03-09 12:17:41,8720384,8722428,8650752,0
49,2455764992,163,889,10616832,0,03-09 12:17:42,10567680,10572640,10616832,0
49,2455764992,272,1448,10354688,24576,03-09 12:17:43,10502187,10506988,10354688,0
49,2455764992,229,1087,9437184,0,03-09 12:17:44,9244672,9251060,9175040,0
50,2455764992,163,1159,9457664,0,03-09 12:17:45,9711616,9713613,9719808,0
50,2455764992,272,1448,8912896,0,03-09 12:17:46,8716331,8722855,8650752,0
50,2455523328,2094,105171,7077888,0,03-09 12:17:47,8122498,8127947,7340032,0
50,2455523328,11072,11656,14929920,20480,03-09 12:17:48,15196411,15199469,14925824,0
50,2455523328,272,1448,11665408,73728,03-09 12:17:49,11362347,11366015,11403264,0
49,2455523328,163,889,11927552,0,03-09 12:17:50,12083200,12092457,12189696,0
50,2455523328,163,889,9961472,0,03-09 12:17:51,10039296,10044008,9961472,0
49,2455523328,272,1448,9830400,0,03-09 12:17:52,9646123,9647961,9568256,0
49,2455523328,163,889,9568256,53248,03-09 12:17:53,9641984,9647534,9830400,0
50,2455523328,163,889,10485760,24576,03-09 12:17:54,10567680,10572640,10485760,0
50,2455523328,272,1448,10878976,0,03-09 12:17:55,10829867,10837383,10878976,0
50,2455523328,163,889,11665408,0,03-09 12:17:56,11759616,11762062,11665408,0
49,2455523328,163,889,12058624,0,03-09 12:17:57,11821056,11828141,11796480,0
50,2455523328,638,4964,11816960,0,03-09 12:17:58,12087339,12092884,12079104,0
50,2455523328,163,889,10485760,45056,03-09 12:17:59,10960903,10968602,10485760,0
49,2456064000,110614,8391,12173312,0,03-09 12:18:00,11628671,11630461,12173312,0
50,2456064000,272,1448,10616832,0,03-09 12:18:01,10502187,10506988,10616832,0
49,2456064000,295,955,11141120,0,03-09 12:18:02,11026432,11035193,10878976,0
50,2456072192,163,2157,12320768,0,03-09 12:18:03,12353536,12356773,12320768,0
49,2456072192,272,1448,11927552,118784,03-09 12:18:04,11952171,11960726,11927552,8192
49,2456072192,163,889,11927552,0,03-09 12:18:05,12087296,12092457,12189696,0
49,2456072192,163,889,11796480,0,03-09 12:18:06,11825152,11828141,11796480,0
50,2456072192,272,1514,11665408,0,03-09 12:18:07,11624491,11630331,11665408,4096
50,2456072192,517,4911,10354688,0,03-09 12:18:08,10170368,10176166,10092544,0
49,2456072192,163,889,9699328,0,03-09 12:18:09,9908224,9911850,9961472,0
51,2456072192,338,1580,9195520,32768,03-09 12:18:10,9244715,9251487,9195520,0
49,2456072192,163,889,10747904,0,03-09 12:18:11,10633216,10638719,10485760,0
